Name,Mw,Omega,Tc,Pc,Vc,Zc,Tm,Tb,Ttr,Ptr,Vliq,SolPar,,,,,,,,,,,,,,,,,
PHENOL,"94,113","0,4435","694,25","60,498","0,229","0,243","314,06","454,99","314,06","1,86E-03","8,89E-02","24,6326",,,,,,,,,,,,,,,,,
BENZYL,ALCOHOL,"108,14","0,3675","720,15","44,905","0,335","0,255","257,85","477,85","257,85","1,77E-06","1,7086","24,7036",,,,,,,,,,,,,,,,
m-CRESOL,"108,14","0,448","705,85","45,004","0,312","0,242","285,39","475,425","285,39","5,79E-05","1,05E-01","23,8989",,,,,,,,,,,,,,,,,
o-CRESOL,"108,14","0,4339","697,55","49,445","0,282","0,244","304,19","464,154","304,19","6,45E-04","1,04E-01","22,8661",,,,,,,,,,,,,,,,,
p-CRESOL,"108,14","0,5072","704,65","50,827","0,277","0,244","307,93","475,133","307,93","3,40E-04","1,06E-01","24,0262",,,,,,,,,,,,,,,,,
4-HYDROXYSTYRENE,"120,151","0,509",736,"44,609","0,374","0,276","346,65",502,"346,65","2,01E-03","1,28E-01","21,5261",,,,,,,,,,,,,,,,,
p-ETHYLPHENOL,"122,167","0,524","716,45","42,339","0,387","0,279","318,23","491,14","318,23","4,81E-04","1,23E-01","21,9949",,,,,,,,,,,,,,,,,
alpha-METHYLBENZYL,ALCOHOL,"122,167","0,706",668,"39,378","0,387","0,278","292,65","477,15","292,65","1,50E-04","1,5108","21,5651",,,,,,,,,,,,,,,,
2-PHENYLETHANOL,"122,167","0,7429",684,"38,687","0,387","0,267",247,"492,05",247,"6,49E-07","1,20E-01","21,9887",,,,,,,,,,,,,,,,,
"2,3-XYLENOL","122,167","0,511","722,95","48,359","0,36","0,293","345,71","490,07","345,71","3,46E-03","1,30E-01","20,7583",,,,,,,,,,,,,,,,,
"2,4-XYLENOL","122,167","0,5133","707,65","43,425","0,39","0,292","297,68","484,13","297,68","1,29E-04","1,20E-01","22,1371",,,,,,,,,,,,,,,,,
"2,5-XYLENOL","122,167","0,5633","707,05","48,359","0,35","0,292","347,99","484,33","347,99","5,01E-03","1,25E-01","20,9138",,,,,,,,,,,,,,,,,
"2,6-XYLENOL","122,167","0,4553","701,05","42,438","0,39","0,288","318,76","474,22","318,76","1,62E-03","1,37E-01","19,5654",,,,,,,,,,,,,,,,,
"3,4-XYLENOL","122,167","0,573","729,95","49,346","0,35","0,288","338,25","500,15","338,25","1,00E-03","1,22E-01","22,3414",,,,,,,,,,,,,,,,,
"3,5-XYLENOL","122,167","0,4911","715,65",36,"0,48","0,294","336,591","494,89","336,591","1,17E-03","1,24E-01","22,1953",,,,,,,,,,,,,,,,,
1-PHENYL-1-PROPANOL,"136,194","0,7464",677,"34,444","0,44","0,273",0,"492,15",0,"0,00E+00","1,37E-01","20,5347",,,,,,,,,,,,,,,,,
1-PHENYL-2-PROPANOL,"136,194","0,7496",678,"34,444","0,44","0,272",0,"493,15",0,"0,00E+00","1,38E-01","20,6349",,,,,,,,,,,,,,,,,
2-PHENYL-2-PROPANOL,"136,194","0,6975",660,"34,444","0,44","0,28","309,15","475,15","309,15","6,63E-04","1,39E-01","19,8196",,,,,,,,,,,,,,,,,
p-tert-BUTYLPHENOL,"150,221","0,5099",734,"32,963","0,493","0,27","371,56","512,88","371,56","5,48E-03","1,63E-01","19,0641",,,,,,,,,,,,,,,,,
p-tert-AMYLPHENOL,"164,247","0,5691",751,"29,41","0,546","0,261",366,"535,15",366,"1,77E-03","1,80E-01","18,6514",,,,,,,,,,,,,,,,,
p-tert-OCTYLPHENOL,"206,328","0,6313",765,"22,502","0,704","0,252","358,55","563,6","358,55","3,22E-04","2,23E-01","17,5534",,,,,,,,,,,,,,,,,
p-CUMYLPHENOL,"212,291","0,6602",834,"26,45","0,659","0,255",346,"608,15",346,"1,29E-05","2,04E-01","19,7491",,,,,,,,,,,,,,,,,
"2,6-DI-tert-BUTYL-p-CRESOL","220,355","0,6858",720,"20,824","0,757","0,267",344,"538,15",344,"3,00E-04","2,46E-01","16,6052",,,,,,,,,,,,,,,,,
NONYLPHENOL,"220,355","0,8998",757,"20,429","0,757","0,249",0,581,0,"0,00E+00","2,32E-01","19,4547",,,,,,,,,,,,,,,,,
DINONYLPHENOL,"346,597","1,1355",886,"12,238","1,23","0,207",0,722,0,"0,00E+00","3,14E-01","19,5812",,,,,,,,,,,,,,,,,
ETHYLENE,GLYCOL,"62,068","0,4868","719,7","75,993","0,191","0,246","260,15","470,45","260,15","2,45E-06","2,3082","33,7033",,,,,,,,,,,,,,,,
"1,2-PROPYLENE",GLYCOL,"76,095","1,1065",626,"60,202","0,239","0,28","213,15","460,75","213,15","9,17E-10","3,6271","29,5163",,,,,,,,,,,,,,,,
"1,3-PROPYLENE",GLYCOL,"76,095","0,7399",724,"93,758","0,217","0,342","246,45","487,55","246,45","6,33E-08","2,521","30,7819",,,,,,,,,,,,,,,,
GLYCEROL,"92,095","1,0335",723,"20,923","0,264","0,0931","291,33",561,"291,33","9,18E-08","7,34E-02","34,1191",,,,,,,,,,,,,,,,,
"2-BUTYNE-1,4-DIOL","86,09","1,1343",695,"57,834","0,256","0,26",331,"511,15",331,"2,95E-05","8,37E-02","32,13",,,,,,,,,,,,,,,,,
"cis-2-BUTENE-1,4-DIOL","88,106","1,1739","677,88","51,32","0,279","0,257","284,15","508,15","284,15","1,72E-06","8,23E-02","29,4458",,,,,,,,,,,,,,,,,
"trans-2-BUTENE-1,4-DIOL","88,106","1,1736",681,"51,32","0,279","0,256","300,45",510,"300,45","1,16E-05","8,27E-02","29,1007",,,,,,,,,,,,,,,,,
"1,2-BUTANEDIOL","90,122","1,166",625,"49,346","0,292","0,281",0,"467,15",0,"0,00E+00","9,02E-02","27,2514",,,,,,,,,,,,,,,,,
"1,3-BUTANEDIOL","90,122","1,1525",643,"49,346","0,292","0,273","196,15","480,15","196,15","8,06E-12","9,00E-02","27,4603",,,,,,,,,,,,,,,,,
"1,4-BUTANEDIOL","90,122","1,177",667,"48,162","0,297","0,261","293,05","501,15","293,05","4,32E-06","8,89E-02","28,8545",,,,,,,,,,,,,,,,,
"2,3-BUTANEDIOL","90,122","1,1055",611,"50,629","0,267","0,27","280,75","453,85","280,75","4,78E-05","9,06E-02","25,9497",,,,,,,,,,,,,,,,,
"2-METHYL-1,3-PROPANEDIOL","90,122","0,7144",697,"52,8","0,292","0,27","182,15","487,15","182,15","7,51E-14","8,95E-02","27,676",,,,,,,,,,,,,,,,,
DIETHYLENE,GLYCOL,"106,122","0,6211","744,6","45,398","0,312","0,232","262,7","518,15","262,7","1,04E-07","5,4856","27,7752",,,,,,,,,,,,,,,,
NEOPENTYL,GLYCOL,"104,149","1,1431",643,"41,846","0,345","0,274","403,6",483,"403,6","3,48E-02",0,"22,9912",,,,,,,,,,,,,,,,
"1,5-PENTANEDIOL","104,149","1,2216",673,"40,957","0,345","0,256","257,15","512,15","257,15","3,91E-08","1,05E-01","26,4509",,,,,,,,,,,,,,,,,
"2,4-PENTANEDIOL","104,149","1,1223",629,"42,734","0,325","0,269","325,65","474,15","325,65","9,62E-04","1,12E-01","23,0482",,,,,,,,,,,,,,,,,
PENTAERYTHRITOL,"136,148","2,1728",780,"47,175","0,381","0,281","538,65",631,"538,65","2,19E-02","1,54E-01","27,7429",,,,,,,,,,,,,,,,,
"1,2-BENZENEDIOL","110,112","0,6937",764,"73,921","0,3","0,354","377,6","518,65","377,6","6,66E-03","9,53E-02","24,2994",,,,,,,,,,,,,,,,,
"1,3-BENZENEDIOL","110,112","0,6767",810,"73,921","0,3","0,334",382,"549,65",382,"9,16E-04","9,36E-02","28,3302",,,,,,,,,,,,,,,,,
p-HYDROQUINONE,"110,112","0,6861",822,"73,526","0,3","0,327","444,65","558,15","444,65","2,26E-02","1,23E-01","23,7529",,,,,,,,,,,,,,,,,
"1,2,3-BENZENETRIOL","126,112","0,9446",830,"86,948","0,318","0,406",407,"581,85",407,"1,66E-03","1,51E-01","21,9253",,,,,,,,,,,,,,,,,
INOSITOL,"180,158","2,371",850,"52,504","0,412","0,31","499,15",691,"499,15","5,37E-05","1,20E-01",0,,,,,,,,,,,,,,,,,
"1,6-HEXANEDIOL","118,176","1,2619",670,"35,628","0,389","0,252","315,15","516,15","315,15","1,40E-05","1,23E-01","25,1567",,,,,,,,,,,,,,,,,
HEXYLENE,GLYCOL,"118,176","1,158",621,"39,576","0,398","0,309","223,15","470,65","223,15","5,49E-09","2,8597","22,598",,,,,,,,,,,,,,,,
DIPROPYLENE,GLYCOL,"134,175","1,1977",654,"35,332","0,415","0,273",233,"504,95",233,"3,40E-08",0,"25,8318",,,,,,,,,,,,,,,,
TRIMETHYLOLPROPANE,"134,175","1,5431",709,"38,589","0,416","0,276","331,15","562,039","331,15","4,54E-06","1,22E-01","26,053",,,,,,,,,,,,,,,,,
TRIETHYLENE,GLYCOL,"150,175","0,7587","769,5","32,766","0,443","0,23","265,795","561,5","265,795","3,79E-08","5,5755","24,9645",,,,,,,,,,,,,,,,
SORBITOL,"182,174","2,2131",868,"45,793","0,483","0,311","364,65",704,"364,65","4,16E-12","1,30E-01","36,3936",,,,,,,,,,,,,,,,,
TETRAETHYLENE,GLYCOL,"194,228","0,9174",795,"25,561","0,564","0,221","268,15","602,7","268,15","1,37E-10","3,2374","23,6945",,,,,,,,,,,,,,,,
TRIPROPYLENE,GLYCOL,"192,255","1,2567",677,"25,068","0,596","0,269","228,15","540,35","228,15","2,02E-10","0,4107","21,7443",,,,,,,,,,,,,,,,
p-tert-BUTYLCATECHOL,"166,22","0,7399",776,"37,207","0,511","0,299",325,558,325,"1,04E-05","1,58E-01","22,3093",,,,,,,,,,,,,,,,,
BISPHENOL,A,"228,291","0,9455",849,"28,917","0,677","0,281","430,15","633,65","430,15","7,62E-05",0,"23,5769",,,,,,,,,,,,,,,,
FORMIC,ACID,"46,026","0,3173",588,"57,34","0,125","0,149","281,55","373,71","281,45","2,37E-02","1,4149","21,4601",,,,,,,,,,,,,,,,
ACETIC,ACID,"60,053","0,4665","591,95","57,103","0,1797","0,211","289,81","391,05","289,81","1,26E-02","1,7386","19,0078",,,,,,,,,,,,,,,,
PROPIONIC,ACID,"74,079","0,5745","600,81","45,566","0,233","0,215","252,45","414,32","252,45","1,30E-04","1,7506","19,4116",,,,,,,,,,,,,,,,
n-BUTYRIC,ACID,"88,106","0,6809","615,7","40,109","0,2917","0,232","267,95","436,42","267,95","6,69E-05","1,6487","20,2368",,,,,,,,,,,,,,,,
n-PENTANOIC,ACID,"102,133","0,6984","639,16","35,253","0,3362","0,226","239,15","458,95","239,15","3,23E-07","1,6097","21,8103",,,,,,,,,,,,,,,,
n-HEXANOIC,ACID,"116,16","0,738","659,1","32,647","0,3772","0,228","270,15","478,85","270,15","1,84E-06","1,5707","21,3337",,,,,,,,,,,,,,,,
n-HEPTANOIC,ACID,"130,187","0,7581","676,84","30,032","0,4297","0,232","265,83","496,15","265,83","2,36E-07","1,6787","22,79",,,,,,,,,,,,,,,,
n-OCTANOIC,ACID,"144,214","0,7706","694,26","27,427","0,499","0,24","289,65","512,85","289,65","1,81E-06","1,6996","22,2361",,,,,,,,,,,,,,,,
n-NONANOIC,ACID,"158,241","0,7724","710,7","24,811","0,56","0,238","285,55","528,75","285,53","4,64E-07","1,6787","21,6026",,,,,,,,,,,,,,,,
n-DECANOIC,ACID,"172,268","0,806","722,1","22,206","0,608","0,228","304,75","543,15","304,55","1,48E-06","1,6787","20,9256",,,,,,,,,,,,,,,,
n-UNDECANOIC,ACID,"186,294","0,8427",732,"20,528","0,653","0,223","301,63","557,35","301,63","2,13E-07","1,6487","20,8016",,,,,,,,,,,,,,,,
n-DODECANOIC,ACID,"200,321","0,9668",734,"19,146","0,705","0,224","316,98","571,85","316,98","3,91E-07","1,6398","20,6311",,,,,,,,,,,,,,,,
n-TRIDECANOIC,ACID,"214,348","0,9039",754,"17,863","0,758","0,219","315,01","585,25","315,01","1,16E-07","1,6487","20,3367",,,,,,,,,,,,,,,,
n-TETRADECANOIC,ACID,"228,375","0,9356",765,"16,778","0,811","0,217","327,37","599,35","327,37","2,53E-07","1,6787","19,786",,,,,,,,,,,,,,,,
PENTADECANOIC,ACID,"242,402","0,9586",775,"15,791","0,864","0,215","325,68","612,05","325,68","7,52E-08","1,7206","19,6104",,,,,,,,,,,,,,,,
n-HEXADECANOIC,ACID,"256,429","0,9827",785,"14,903","0,917","0,212","335,66","624,15","335,66","1,32E-07","1,7386","19,0989",,,,,,,,,,,,,,,,
n-HEPTADECANOIC,ACID,"270,456","1,0279",793,"14,113","0,969","0,21","334,25","635,75","334,25","5,57E-08","1,6906","19,0276",,,,,,,,,,,,,,,,
STEARIC,ACID,"284,483","1,0801",799,"13,422","1,02","0,209","342,75","648,35","342,75","5,70E-08","1,6697","19,0408",,,,,,,,,,,,,,,,
NONADECANOIC,ACID,"298,51","1,0628",812,"12,83","1,07","0,206","341,23","659,15","341,23","2,24E-08","1,6487","18,7761",,,,,,,,,,,,,,,,
n-EICOSANIC,ACID,"312,536","1,0867",821,"12,238","1,13","0,205","348,23","670,15","348,23","2,55E-08","1,6697","18,4509",,,,,,,,,,,,,,,,
PERACETIC,ACID,"76,052","0,7523",552,"63,163","0,198","0,276","272,95",383,"272,95","3,18E-03","2,3831","26,4273",,,,,,,,,,,,,,,,
ACRYLIC,ACID,"72,064","0,5383",615,"55,86","0,208","0,23","286,15","414,15","286,15","2,54E-03","1,4598","18,4313",,,,,,,,,,,,,,,,
cis-CROTONIC,ACID,"86,09","0,5723",647,"46,385","0,27","0,236","288,65","445,05","288,65","3,56E-04",0,"25,8073",,,,,,,,,,,,,,,,
trans-CROTONIC,ACID,"86,09","0,5708",666,"46,385","0,27","0,229","344,55","458,15","344,55","7,97E-03","2,1283","25,3376",,,,,,,,,,,,,,,,
METHACRYLIC,ACID,"86,09","0,3318",662,"47,274","0,28","0,244","288,15","434,15","288,15","5,78E-04","1,6487","20,9995",,,,,,,,,,,,,,,,
ISOBUTYRIC,ACID,"88,106","0,614",605,"36,516","0,292","0,215","227,15","427,65","227,15","7,72E-07","1,0911","18,9018",,,,,,,,,,,,,,,,
CITRACONIC,ACID,"130,1","0,9269",829,"41,846","0,34","0,209","356,15",607,"356,15","4,07E-06",0,"31,6981",,,,,,,,,,,,,,,,
ITACONIC,ACID,"130,1","0,9247",821,"41,846","0,34","0,211","438,75",601,"438,75","2,25E-03","2,2512","28,8611",,,,,,,,,,,,,,,,
2-METHYLBUTYRIC,ACID,"102,133","0,5894",643,"38,391","0,347","0,252",0,"450,15",0,"0,00E+00",0,"22,615",,,,,,,,,,,,,,,,
ISOVALERIC,ACID,"102,133","0,648",634,"38,391","0,336","0,248","243,85","448,25","243,85","2,25E-06","0,6299","20,1734",,,,,,,,,,,,,,,,
NEOPENTANOIC,ACID,"102,133","0,5128",632,"38,391","0,336","0,249","309,08","436,95","309,08","1,43E-03","1,6996","22,9431",,,,,,,,,,,,,,,,
2-ETHYL,BUTYRIC,ACID,"116,16","0,6326",655,"33,654","0,389","0,244","258,15","466,95","258,15","4,126",0,"21,7335",,,,,,,,,,,,,,,
CINNAMIC,ACID,"148,161","0,7121",797,"34,937","0,431","0,23","406,15","573,15","406,15","1,12E-03","1,31","24,0515",,,,,,,,,,,,,,,,
LINOLENIC,ACID,"278,435","1,187",780,"14,212","1,07","0,238","262,05",632,"262,05","1,01E-12","1,5588","18,9911",,,,,,,,,,,,,,,,
LINOLEIC,ACID,"280,451","1,1801",775,"13,916","0,99","0,217","268,15",628,"268,15","6,38E-12","1,217","18,6472",,,,,,,,,,,,,,,,
OLEIC,ACID,"282,467","1,1822",781,"13,718",1,"0,214","286,53",633,"286,53","1,38E-10","1,4388","18,3985",,,,,,,,,,,,,,,,
ABIETIC,ACID,"302,457","1,1288",832,"16,58","0,93","0,226","446,65","649,7","446,65","2,87E-04",0,"18,6629",,,,,,,,,,,,,,,,
OXALIC,ACID,"90,035","0,9176",804,"69,282","0,205","0,215","462,65",569,"462,65","2,12E-02","2,6289","35,9766",,,,,,,,,,,,,,,,
MALONIC,ACID,"104,062","0,9418",805,"55,662","0,258","0,217","407,95",580,"407,95","6,94E-04","2,5689","34,2424",,,,,,,,,,,,,,,,
FUMARIC,ACID,"116,073","0,9885",771,"49,149","0,297","0,231","562,55","563,15","562,55","9,79E-01","2,449","24,5618",,,,,,,,,,,,,,,,
MALEIC,ACID,"116,073","0,9976",773,"49,247","0,297","0,231","403,45",565,"403,45","9,52E-04","3,1775","30,5044",,,,,,,,,,,,,,,,
SUCCINIC,ACID,"118,089","0,9922",806,"46,484","0,317","0,223","460,65",591,"460,65","8,73E-03","2,2002","29,3398",,,,,,,,,,,,,,,,
GLUTARIC,ACID,"132,116","0,9589",807,"39,872","0,363","0,219","370,05","595,54","370,05","1,79E-05","2,6409","29,408",,,,,,,,,,,,,,,,
ADIPIC,ACID,"146,143","1,0507",809,"34,838","0,4","0,21","425,5",611,"425,5","7,71E-04","2,3201","25,372",,,,,,,,,,,,,,,,
PIMELIC,ACID,"160,17","1,1158",805,"30,989","0,469","0,22","379,15","615,25","379,15","1,16E-05","2,3891","27,2558",,,,,,,,,,,,,,,,
"1,4-CYCLOHEXANEDICARBOXYLIC",ACID,"172,181","1,0362",889,"33,753","0,464","0,215","585,65",669,"585,65","1,05E-01",0,"23,9269",,,,,,,,,,,,,,,,
SUBERIC,ACID,"174,197","1,1471",809,"27,831","0,522","0,219","416,15",625,"416,15","2,19E-04","2,3591","24,4317",,,,,,,,,,,,,,,,
AZELAIC,ACID,"188,224","1,172",811,"25,265","0,61","0,232","379,65","633,36","379,65","4,96E-06","2,3497","23,9622",,,,,,,,,,,,,,,,
SEBACIC,ACID,"202,251","1,2053",815,"23,193","0,658","0,228","407,65","642,09","407,65","4,11E-05","2,3997","22,5426",,,,,,,,,,,,,,,,
BENZOIC,ACID,"122,123","0,6028",751,"44,115","0,344","0,246","395,52","522,4","395,45","7,85E-03","1,0012","24,5898",,,,,,,,,,,,,,,,
ISOPHTHALIC,ACID,"166,133","1,0613",1007,"38,983","0,424","0,2","619,15",753,"619,15","2,78E-02","2,2692","28,9129",,,,,,,,,,,,,,,,
PHTHALIC,ACID,"166,133","1,0585",800,"38,983","0,424","0,252","464,15",598,"464,15","7,72E-03","2,5989","24,3574",,,,,,,,,,,,,,,,
TEREPHTHALIC,ACID,"166,133","1,0591",1113,"38,983","0,424","0,181","700,15",832,"700,15","4,52E-02",0,0,,,,,,,,,,,,,,,,
o-TOLUIC,ACID,"136,15","0,6572",751,"38,095","0,397","0,245","376,85",532,"376,85","2,35E-03","1,6998","22,9216",,,,,,,,,,,,,,,,
p-TOLUIC,ACID,"136,15","0,661",773,"38,095","0,397","0,238","452,75","548,15","452,75","5,14E-02",0,"22,0417",,,,,,,,,,,,,,,,
PYROMELLITIC,ACID,"254,153","1,8301",893,"30,989","0,584","0,247",554,722,554,"1,75E-03",0,"25,5155",,,,,,,,,,,,,,,,
IBUPROFEN,"206,285","0,8234",777,"22,995","0,66","0,238","348,4",588,"348,4","1,85E-05","1,97E-01","20,1959",,,,,,,,,,,,,,,,,
MALEIC,ANHYDRIDE,"98,058","0,5463",721,"71,848","0,219","0,266",326,"475,15","325,72","2,86E-03","3,9269","25,8735",,,,,,,,,,,,,,,,
SUCCINIC,ANHYDRIDE,"100,074","0,5322",811,"66,42","0,223","0,223",393,"536,58",393,"8,51E-03","3,8296","29,7788",,,,,,,,,,,,,,,,
ACETIC,ANHYDRIDE,"102,09","0,4535",606,"39,477","0,29","0,23","200,15","412,7","200,15","2,17E-07","2,7878","22,0125",,,,,,,,,,,,,,,,
GLUTARIC,ANHYDRIDE,"114,101","0,5372",838,"57,242","0,275","0,229",328,"562,69",328,"5,05E-05",0,"26,7919",,,,,,,,,,,,,,,,
PROPIONIC,ANHYDRIDE,"130,144","0,5599",623,"32,272","0,396","0,25","228,15","440,15","228,15","2,28E-06","3,2974","19,5467",,,,,,,,,,,,,,,,
PHTHALIC,ANHYDRIDE,"148,118","0,7025",791,"46,583","0,421","0,302","404,26","557,65","404,15","7,80E-03","5,2894","21,7695",,,,,,,,,,,,,,,,
BUTYRIC,ANHYDRIDE,"158,197","0,6545",644,"26,055","0,501","0,247","199,85","470,93","199,85","1,51E-09",0,"18,3941",,,,,,,,,,,,,,,,
TRIMELLITIC,ANHYDRIDE,"192,128","0,997",890,"40,266","0,462","0,255","438,15",663,"438,15","5,54E-04",0,"23,8314",,,,,,,,,,,,,,,,
METHYL,FORMATE,"60,053","0,2556","487,2","59,215","0,172","0,255","174,15","304,9","174,15","6,79E-05","1,7686","20,4951",,,,,,,,,,,,,,,,
VINYL,FORMATE,"72,064","0,2849",498,"49,544","0,217","0,263",0,320,0,"0,00E+00","1,6607","19,5524",,,,,,,,,,,,,,,,
ETHYL,FORMATE,"74,079","0,2847","508,4","46,78","0,229","0,257","193,55","327,46","193,55","1,79E-04","1,9305","19,0695",,,,,,,,,,,,,,,,
n-PROPYL,FORMATE,"88,106","0,3088",538,"39,674","0,285","0,256","180,25","353,97","180,25","2,08E-06","1,9095","18,471",,,,,,,,,,,,,,,,
n-BUTYL,FORMATE,"102,133","0,3878",559,"34,641","0,336","0,254","181,25","379,25","181,25","4,31E-07","2,0294","18,2255",,,,,,,,,,,,,,,,
sec-BUTYL,FORMATE,"102,133","0,3489",546,"35,332","0,331","0,261",156,"366,55",156,"1,59E-08","1,9394","17,3165",,,,,,,,,,,,,,,,
tert-BUTYL,FORMATE,"102,133","0,2944",537,"35,332","0,331","0,265",256,"355,95",256,"1,02E-02","2,0983","16,5445",,,,,,,,,,,,,,,,
ISOBUTYL,FORMATE,"102,133","0,3896","551,35","38,3","0,352","0,298","177,35","371,22","177,35","1,14E-06","1,8898","17,8235",,,,,,,,,,,,,,,,
n-PENTYL,FORMATE,"116,16","0,5155",576,"30,841","0,389","0,254","199,65","405,45","199,65","6,97E-07","1,9005","17,9777",,,,,,,,,,,,,,,,
CYCLOHEXYL,FORMATE,"128,171","0,3679",645,"34,74","0,384","0,252",210,"435,65",210,"4,30E-07","4,0468","18,5969",,,,,,,,,,,,,,,,
n-HEXYL,FORMATE,"130,187","0,483",607,"27,634","0,437","0,242","210,53","428,65","210,53","5,34E-07","1,7506","17,7755",,,,,,,,,,,,,,,,
n-HEPTYL,FORMATE,"144,214","0,5337",628,"25,068","0,489","0,238","226,75","451,25","226,75","2,11E-06","1,8705","17,5282",,,,,,,,,,,,,,,,
n-OCTYL,FORMATE,"158,241","0,5871",645,"22,995","0,547","0,238","234,05","471,95","234,05","2,43E-06",0,"17,1304",,,,,,,,,,,,,,,,
n-NONYL,FORMATE,"172,268","0,6504",656,"21,12","0,639","0,251",240,487,240,"7,21E-07","1,8795","16,6222",,,,,,,,,,,,,,,,
n-DECYL,FORMATE,"186,294","0,7118",672,"19,64","0,697","0,248",250,506,250,"5,69E-07","1,8795","16,6279",,,,,,,,,,,,,,,,
METHYL,ACETATE,"74,079","0,3313","506,55","46,879","0,228","0,257","175,15","330,09","175,15","1,00E-05","1,6787","19,3549",,,,,,,,,,,,,,,,
VINYL,ACETATE,"86,09","0,3513","519,13","39,062","0,27","0,248","180,35","345,65","180,35","6,97E-06","1,7896","18,5849",,,,,,,,,,,,,,,,
ETHYL,ACETATE,"88,106","0,3664","523,3","38,293","0,286","0,255","189,6","350,21","189,6","1,41E-05","1,7806","18,3456",,,,,,,,,,,,,,,,
ALLYL,ACETATE,"100,117","0,3879",559,"36,319","0,323","0,256",138,"377,15",138,"1,86E-10",0,"17,9481",,,,,,,,,,,,,,,,
ISOPROPYL,ACETATE,"102,133","0,3678",532,"32,47","0,336","0,25","199,75","361,65","199,75","3,82E-05","1,7506","17,1536",,,,,,,,,,,,,,,,
n-PROPYL,ACETATE,"102,133","0,3889","549,73","33,161","0,345","0,254","178,15","374,65","178,15","1,69E-07","1,7896","17,8885",,,,,,,,,,,,,,,,
ETHYLENE,GLYCOL,DIACETATE,"146,143","0,5595",653,"30,496","0,416","0,237","242,15","463,65","242,15","4,867","2,3397","20,5318",,,,,,,,,,,,,,,
ETHYLIDENE,DIACETATE,"146,143","0,5263",627,"30,989","0,416","0,251",292,"442,15",292,"9,05E-04",0,"19,4119",,,,,,,,,,,,,,,,
n-BUTYL,ACETATE,"116,16","0,4101","579,15","30,693","0,389","0,251","199,65","399,15","199,65","1,42E-06","1,8405","17,5858",,,,,,,,,,,,,,,,
sec-BUTYL,ACETATE,"116,16","0,3954",561,"31,285","0,389","0,264","174,15","385,15","174,15","1,35E-07","1,8585","16,7816",,,,,,,,,,,,,,,,
tert-BUTYL,ACETATE,"116,16","0,3396",545,"31,285","0,389","0,272",215,"369,15",215,"5,37E-05","1,9185","16,2349",,,,,,,,,,,,,,,,
ISOBUTYL,ACETATE,"116,16","0,434","560,8","29,706","0,389","0,251","174,3","389,8","174,3","6,14E-08","1,8705","17,0469",,,,,,,,,,,,,,,,
ISOPENTYL,ACETATE,"130,187","0,414",599,"28,029","0,442","0,252","194,65","415,25","194,65","2,19E-07","1,7998","16,9317",,,,,,,,,,,,,,,,
n-PENTYL,ACETATE,"130,187","0,4896",598,"27,634","0,442","0,249","202,35","422,15","202,35","2,33E-07","1,9305","17,6089",,,,,,,,,,,,,,,,
CYCLOHEXYL,ACETATE,"142,198","0,4209",648,"30,792","0,436","0,252",190,"447,15",190,"8,09E-09","1,9185","18,0407",,,,,,,,,,,,,,,,
n-HEXYL,ACETATE,"144,214","0,5396",618,"25,068","0,494","0,244","192,25","444,65","192,25","8,41E-09","1,7986","17,1966",,,,,,,,,,,,,,,,
GLYCERYL,TRIACETATE,"218,207","0,8389",704,"22,798","0,625","0,247","277,25","532,15","277,25","2,78E-07","2,5797","20,1385",,,,,,,,,,,,,,,,
n-HEPTYL,ACETATE,"158,241","0,5953",637,"22,995","0,547","0,241","222,95","465,55","222,95","1,51E-07","1,8195","17,1439",,,,,,,,,,,,,,,,
2-ETHYLHEXYL,ACETATE,"172,268","0,6305",639,"21,416","0,6","0,245","180,15","471,75","180,15","1,03E-11",0,"17,1936",,,,,,,,,,,,,,,,
n-OCTYL,ACETATE,"172,268","0,6514",652,"21,219","0,6","0,238","234,65","484,45","234,65","6,46E-08","1,8405","17,134",,,,,,,,,,,,,,,,
n-NONYL,ACETATE,"186,294","0,7159",661,"19,64","0,653","0,236","247,15","497,1","247,15","2,11E-07","1,8405","17,1582",,,,,,,,,,,,,,,,
n-DECYL,ACETATE,"200,321","0,7502",678,"18,357","0,705","0,233","258,12","517,15","258,12","5,00E-08","1,8405","17,1197",,,,,,,,,,,,,,,,
METHYL,PROPIONATE,"88,106","0,3466","530,6","39,516","0,282","0,256","185,65","352,6","185,65","6,26E-06","1,7029","18,6273",,,,,,,,,,,,,,,,
VINYL,PROPIONATE,"100,117","0,3802",546,"36,319","0,323","0,262","192,05","368,15","192,05","5,26E-06",0,"18,1159",,,,,,,,,,,,,,,,
ETHYL,PROPIONATE,"102,133","0,3944",546,"33,18","0,345","0,256","199,25","372,25","199,25","7,70E-06","1,7518","17,736",,,,,,,,,,,,,,,,
METHYL,n-BUTYRATE,"102,133","0,3775","554,5","34,276","0,34","0,256","187,35","375,9","187,35","1,33E-06","1,7206","18,0264",,,,,,,,,,,,,,,,
METHYL,ISOBUTYRATE,"102,133","0,3637","540,7","33,871","0,339","0,259","188,45","365,45","188,45","3,96E-06","1,7986","17,4714",,,,,,,,,,,,,,,,
ETHYL,n-BUTYRATE,"116,16","0,4011",571,"29,114","0,403","0,25","175,15","394,65","175,15","1,03E-07","1,8106","17,3779",,,,,,,,,,,,,,,,
